epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2482.28,1.97065,1.73461,1.62593,0.5026,0.44435,0.4491,0.20788,1.93976,1.69232,1.69435,0.0064756,0.0064756,0.0064756
180,2496.71,1.96874,1.75341,1.63339,0.50669,0.42459,0.43551,0.19924,1.95372,1.68644,1.70452,0.0064558,0.0064558,0.0064558
181,2510.79,1.95926,1.74361,1.62564,0.51446,0.44376,0.45779,0.21154,1.92055,1.66033,1.68762,0.006436,0.006436,0.006436
182,2524.41,1.95527,1.7379,1.61619,0.53435,0.44813,0.4691,0.21912,1.9069,1.64851,1.67783,0.0064162,0.0064162,0.0064162
183,2538.26,1.95811,1.74094,1.62799,0.55116,0.44483,0.47071,0.21974,1.90992,1.66274,1.68573,0.0063964,0.0063964,0.0063964
184,2552.48,1.94889,1.75292,1.62958,0.53029,0.45116,0.46745,0.21623,1.91044,1.65331,1.68659,0.0063766,0.0063766,0.0063766
185,2565.67,1.945,1.73412,1.61589,0.59441,0.4327,0.47693,0.22285,1.90954,1.64191,1.67047,0.0063568,0.0063568,0.0063568
186,2579.9,1.94267,1.73095,1.62141,0.57458,0.43449,0.47271,0.2223,1.90082,1.63204,1.66407,0.006337,0.006337,0.006337
187,2594.02,1.92965,1.72204,1.60849,0.52801,0.45885,0.47661,0.22449,1.91766,1.62446,1.6662,0.0063172,0.0063172,0.0063172
188,2607.76,1.94109,1.72362,1.61581,0.58072,0.43767,0.47365,0.22279,1.91268,1.63569,1.66849,0.0062974,0.0062974,0.0062974
189,2621.44,1.93009,1.71387,1.60141,0.55864,0.44239,0.47549,0.22155,1.90851,1.65677,1.67357,0.0062776,0.0062776,0.0062776
190,2635.7,1.92742,1.71906,1.6061,0.60445,0.45104,0.50485,0.24405,1.86266,1.60126,1.64631,0.0062578,0.0062578,0.0062578
191,2649.44,1.93988,1.72601,1.61591,0.58342,0.46313,0.48954,0.23393,1.89224,1.60368,1.67288,0.006238,0.006238,0.006238
192,2662.69,1.92486,1.707,1.60387,0.52371,0.47496,0.48148,0.22697,1.89402,1.62065,1.66119,0.0062182,0.0062182,0.0062182
193,2676.68,1.91103,1.70517,1.58742,0.5803,0.47176,0.50069,0.24091,1.88753,1.59277,1.65809,0.0061984,0.0061984,0.0061984
194,2690.48,1.92344,1.70376,1.60254,0.5747,0.46735,0.48272,0.23114,1.87984,1.62116,1.65644,0.0061786,0.0061786,0.0061786
195,2704.27,1.92689,1.70039,1.59319,0.57038,0.45847,0.49013,0.23352,1.89488,1.58827,1.64984,0.0061588,0.0061588,0.0061588
196,2718.17,1.90718,1.68129,1.5912,0.58875,0.46555,0.49818,0.23877,1.90495,1.59587,1.65722,0.006139,0.006139,0.006139
197,2732.17,1.92957,1.691,1.59141,0.58493,0.45248,0.49427,0.24053,1.8684,1.58547,1.64003,0.0061192,0.0061192,0.0061192
198,2745.84,1.9224,1.69234,1.58891,0.5978,0.45693,0.48904,0.23633,1.88452,1.58182,1.65212,0.0060994,0.0060994,0.0060994
199,2759.67,1.89699,1.66789,1.57246,0.62138,0.4359,0.4974,0.24421,1.8774,1.57592,1.65789,0.0060796,0.0060796,0.0060796
200,2773.33,1.89753,1.6819,1.58614,0.59894,0.46047,0.50131,0.25174,1.84521,1.5731,1.63264,0.0060598,0.0060598,0.0060598
201,2787.12,1.9061,1.65877,1.57992,0.60916,0.44723,0.48904,0.23717,1.88928,1.59499,1.64376,0.00604,0.00604,0.00604
202,2800.89,1.89725,1.64235,1.57209,0.57812,0.46291,0.49591,0.24522,1.87099,1.56487,1.62972,0.0060202,0.0060202,0.0060202
203,2814.67,1.91783,1.67066,1.57628,0.59706,0.46695,0.51051,0.25212,1.85423,1.55697,1.63658,0.0060004,0.0060004,0.0060004
204,2828.64,1.90258,1.63556,1.56086,0.62659,0.46442,0.52602,0.2603,1.83622,1.53185,1.61983,0.0059806,0.0059806,0.0059806
205,2842.8,1.89731,1.65779,1.57569,0.59609,0.48939,0.53415,0.26489,1.83911,1.53246,1.62337,0.0059608,0.0059608,0.0059608
206,2856.47,1.89084,1.64419,1.55939,0.6197,0.47345,0.53723,0.26736,1.85247,1.51956,1.62207,0.005941,0.005941,0.005941
207,2870.39,1.91644,1.66109,1.58113,0.59101,0.49467,0.53165,0.25984,1.84183,1.55124,1.62573,0.0059212,0.0059212,0.0059212
208,2883.98,1.88065,1.63211,1.55481,0.63361,0.47019,0.53791,0.27268,1.83754,1.50908,1.61395,0.0059014,0.0059014,0.0059014
209,2898.12,1.89088,1.63809,1.56714,0.64143,0.47394,0.53917,0.27286,1.82415,1.49537,1.59695,0.0058816,0.0058816,0.0058816
210,2911.68,1.87934,1.62128,1.55788,0.64375,0.4704,0.53104,0.27253,1.82875,1.51571,1.61192,0.0058618,0.0058618,0.0058618
211,2925.69,1.87161,1.60646,1.54567,0.60952,0.48152,0.53131,0.26926,1.85008,1.51105,1.62031,0.005842,0.005842,0.005842
212,2939.51,1.87233,1.61075,1.5497,0.58952,0.49461,0.53313,0.2659,1.84672,1.51151,1.61444,0.0058222,0.0058222,0.0058222
213,2952.97,1.90369,1.62086,1.55517,0.61888,0.48644,0.53834,0.27675,1.81226,1.49063,1.60274,0.0058024,0.0058024,0.0058024
214,2967.24,1.86714,1.61581,1.54761,0.62081,0.47388,0.53146,0.2647,1.83441,1.52487,1.60377,0.0057826,0.0057826,0.0057826
215,2981.18,1.88355,1.6049,1.55581,0.64771,0.47356,0.53149,0.2688,1.82687,1.51162,1.59228,0.0057628,0.0057628,0.0057628
216,2995.14,1.86658,1.60262,1.5421,0.62411,0.48205,0.53649,0.27032,1.8118,1.48018,1.59783,0.005743,0.005743,0.005743
217,3009.29,1.87188,1.60049,1.53548,0.63169,0.49021,0.54605,0.27851,1.81483,1.48853,1.59768,0.0057232,0.0057232,0.0057232
218,3022.99,1.86321,1.59709,1.54038,0.64103,0.47958,0.54166,0.27383,1.81865,1.47842,1.59534,0.0057034,0.0057034,0.0057034
219,3036.83,1.85979,1.59392,1.53757,0.6324,0.49723,0.55198,0.28185,1.80866,1.46822,1.5889,0.0056836,0.0056836,0.0056836
220,3050.91,1.85175,1.60524,1.54591,0.61474,0.4942,0.54249,0.27883,1.80364,1.48421,1.58482,0.0056638,0.0056638,0.0056638
221,3064.8,1.86545,1.58133,1.5308,0.64487,0.48693,0.55093,0.28707,1.78394,1.48224,1.57455,0.005644,0.005644,0.005644
222,3078.8,1.8623,1.59337,1.53942,0.66538,0.49177,0.56295,0.29302,1.7808,1.45038,1.57167,0.0056242,0.0056242,0.0056242
223,3092.57,1.85871,1.56854,1.53728,0.61303,0.5098,0.55979,0.28809,1.77604,1.43489,1.56423,0.0056044,0.0056044,0.0056044
224,3106.48,1.86794,1.58473,1.53796,0.65821,0.49324,0.56138,0.28477,1.78973,1.44799,1.56466,0.0055846,0.0055846,0.0055846
225,3120.62,1.86753,1.56783,1.52784,0.67565,0.49508,0.56097,0.29041,1.77779,1.42981,1.56749,0.0055648,0.0055648,0.0055648
226,3134.3,1.86063,1.57446,1.54063,0.65199,0.49549,0.56216,0.28789,1.77909,1.45791,1.58385,0.005545,0.005545,0.005545
227,3147.96,1.83569,1.57867,1.52906,0.62985,0.49302,0.54739,0.28151,1.80095,1.47304,1.58025,0.0055252,0.0055252,0.0055252
228,3161.64,1.83638,1.55555,1.52246,0.64171,0.48299,0.5518,0.28637,1.79068,1.45782,1.57412,0.0055054,0.0055054,0.0055054
229,3175.67,1.84681,1.57641,1.52437,0.65768,0.49381,0.56213,0.29911,1.75117,1.44695,1.55751,0.0054856,0.0054856,0.0054856
230,3189.68,1.82826,1.56583,1.52814,0.65761,0.51319,0.57773,0.30349,1.75393,1.41739,1.55985,0.0054658,0.0054658,0.0054658
231,3203.73,1.84046,1.5711,1.52697,0.65577,0.5102,0.57081,0.2986,1.75814,1.41691,1.56275,0.005446,0.005446,0.005446
232,3217.79,1.82769,1.53525,1.50027,0.64918,0.52783,0.58099,0.30713,1.75747,1.40239,1.54785,0.0054262,0.0054262,0.0054262
233,3231.64,1.84544,1.55795,1.52279,0.66476,0.50958,0.57617,0.30132,1.75842,1.40985,1.54542,0.0054064,0.0054064,0.0054064
234,3245.25,1.83041,1.55119,1.50956,0.68264,0.51546,0.58354,0.30265,1.77524,1.41635,1.56341,0.0053866,0.0053866,0.0053866
235,3258.8,1.81457,1.52948,1.49791,0.69853,0.52279,0.59943,0.31673,1.74365,1.39376,1.56195,0.0053668,0.0053668,0.0053668
236,3272.72,1.84006,1.52562,1.50556,0.69489,0.5187,0.59018,0.31051,1.74394,1.40914,1.54662,0.005347,0.005347,0.005347
237,3286.41,1.81251,1.51822,1.50319,0.69231,0.51911,0.58678,0.30902,1.76278,1.40578,1.55156,0.0053272,0.0053272,0.0053272
238,3300.05,1.84431,1.54941,1.51997,0.66832,0.51926,0.58102,0.30714,1.76537,1.40626,1.5484,0.0053074,0.0053074,0.0053074
239,3313.5,1.8201,1.52804,1.50507,0.67525,0.51382,0.57039,0.30254,1.76611,1.39857,1.56139,0.0052876,0.0052876,0.0052876
240,3327.35,1.82888,1.53129,1.5196,0.66461,0.52372,0.57741,0.30603,1.75388,1.38624,1.5518,0.0052678,0.0052678,0.0052678
241,3340.94,1.82131,1.53007,1.50688,0.67957,0.50328,0.5736,0.30345,1.77073,1.41471,1.54733,0.005248,0.005248,0.005248
242,3354.74,1.81783,1.54992,1.51751,0.63764,0.52254,0.57635,0.30058,1.76853,1.42063,1.54668,0.0052282,0.0052282,0.0052282
243,3368.4,1.7975,1.50852,1.49182,0.66944,0.52869,0.58341,0.31121,1.73807,1.38825,1.53272,0.0052084,0.0052084,0.0052084
244,3382.51,1.80117,1.5039,1.49506,0.67944,0.53091,0.59298,0.31472,1.74317,1.36869,1.53343,0.0051886,0.0051886,0.0051886
245,3396.05,1.7938,1.48002,1.4825,0.65729,0.54111,0.59495,0.31818,1.71409,1.34414,1.5247,0.0051688,0.0051688,0.0051688
246,3409.81,1.80154,1.49403,1.4803,0.66853,0.55051,0.607,0.33317,1.70228,1.32629,1.51543,0.005149,0.005149,0.005149
247,3423.79,1.79184,1.50646,1.4965,0.68314,0.52762,0.59392,0.32496,1.70716,1.34231,1.52286,0.0051292,0.0051292,0.0051292
248,3437.71,1.79198,1.51116,1.49086,0.67716,0.54224,0.60485,0.32476,1.7241,1.3549,1.52017,0.0051094,0.0051094,0.0051094
249,3451.92,1.81253,1.50473,1.48923,0.71305,0.54448,0.61176,0.32824,1.72411,1.34605,1.51994,0.0050896,0.0050896,0.0050896
250,3465.61,1.80514,1.50774,1.48975,0.68424,0.53862,0.5978,0.32315,1.72676,1.33984,1.51634,0.0050698,0.0050698,0.0050698
251,3479.28,1.80421,1.49622,1.4845,0.67564,0.53339,0.59767,0.32988,1.70834,1.33054,1.51181,0.00505,0.00505,0.00505
252,3492.94,1.79393,1.48041,1.47949,0.71221,0.52522,0.59905,0.32782,1.70073,1.34027,1.49624,0.0050302,0.0050302,0.0050302
253,3506.72,1.7891,1.50319,1.48566,0.70528,0.53322,0.60245,0.32761,1.71536,1.33764,1.50591,0.0050104,0.0050104,0.0050104
254,3520.63,1.78849,1.47507,1.47564,0.70355,0.53525,0.60333,0.32818,1.68803,1.34473,1.49672,0.0049906,0.0049906,0.0049906
255,3534.38,1.77436,1.48203,1.47741,0.71026,0.54249,0.60081,0.32786,1.70361,1.33856,1.50406,0.0049708,0.0049708,0.0049708
256,3548.25,1.79446,1.48254,1.46789,0.69226,0.53814,0.60008,0.32828,1.69086,1.32545,1.4978,0.004951,0.004951,0.004951
257,3561.94,1.77797,1.4576,1.46165,0.69868,0.54102,0.60453,0.33262,1.68865,1.30688,1.50413,0.0049312,0.0049312,0.0049312
258,3576.13,1.77053,1.47772,1.47657,0.70153,0.55117,0.61271,0.33785,1.68317,1.29789,1.50412,0.0049114,0.0049114,0.0049114
259,3589.83,1.76642,1.43508,1.45276,0.71463,0.54885,0.62071,0.34169,1.6922,1.3003,1.49774,0.0048916,0.0048916,0.0048916
260,3603.71,1.76487,1.45731,1.4711,0.6942,0.55222,0.61666,0.34098,1.6655,1.29595,1.48025,0.0048718,0.0048718,0.0048718
261,3617.87,1.7664,1.4554,1.46069,0.69972,0.56995,0.63007,0.34498,1.66379,1.28,1.48087,0.004852,0.004852,0.004852
262,3631.03,1.78113,1.43753,1.45327,0.71992,0.5499,0.62373,0.34149,1.68047,1.29365,1.47887,0.0048322,0.0048322,0.0048322
263,3645.36,1.77235,1.44128,1.45534,0.70729,0.55209,0.61731,0.34291,1.68562,1.29754,1.48222,0.0048124,0.0048124,0.0048124
264,3659.01,1.75732,1.44324,1.45156,0.71218,0.55912,0.62655,0.34741,1.66165,1.28625,1.47048,0.0047926,0.0047926,0.0047926
265,3673.09,1.75932,1.43382,1.45829,0.72916,0.55304,0.63511,0.35577,1.64538,1.27224,1.46542,0.0047728,0.0047728,0.0047728
266,3686.83,1.76207,1.43351,1.44884,0.7039,0.56637,0.62835,0.35023,1.64758,1.27971,1.46956,0.004753,0.004753,0.004753
267,3700.54,1.7844,1.45941,1.46625,0.72245,0.54706,0.62579,0.34996,1.65641,1.28714,1.47265,0.0047332,0.0047332,0.0047332
268,3713.82,1.76925,1.44307,1.45717,0.70875,0.56566,0.62679,0.35297,1.64926,1.29032,1.46899,0.0047134,0.0047134,0.0047134
269,3728,1.74991,1.43261,1.44487,0.72366,0.55786,0.63399,0.3599,1.64726,1.26297,1.46852,0.0046936,0.0046936,0.0046936
270,3741.87,1.77816,1.44834,1.45645,0.74161,0.5714,0.65024,0.36576,1.6242,1.26129,1.45915,0.0046738,0.0046738,0.0046738
271,3755.7,1.75115,1.419,1.44262,0.72841,0.56798,0.64099,0.36415,1.62981,1.23954,1.45824,0.004654,0.004654,0.004654
272,3769.25,1.75742,1.42794,1.45194,0.76043,0.55985,0.64086,0.35942,1.65336,1.2576,1.46742,0.0046342,0.0046342,0.0046342
273,3783.06,1.74852,1.41317,1.43662,0.70447,0.57966,0.63855,0.36222,1.63772,1.24532,1.46545,0.0046144,0.0046144,0.0046144
274,3797.18,1.75819,1.41719,1.44502,0.71923,0.56087,0.62686,0.3529,1.64873,1.25917,1.47268,0.0045946,0.0045946,0.0045946
275,3810.89,1.74181,1.41959,1.43888,0.71846,0.55972,0.6255,0.35297,1.64414,1.26267,1.46972,0.0045748,0.0045748,0.0045748
276,3824.53,1.76283,1.42763,1.45754,0.69601,0.56616,0.62728,0.35257,1.64706,1.26744,1.46125,0.004555,0.004555,0.004555
277,3838.28,1.73713,1.40952,1.44599,0.72153,0.57075,0.63193,0.3535,1.65293,1.25926,1.46463,0.0045352,0.0045352,0.0045352
278,3852.27,1.75848,1.42477,1.4402,0.72289,0.56536,0.63637,0.36207,1.62938,1.24464,1.44894,0.0045154,0.0045154,0.0045154
279,3866.29,1.73477,1.38506,1.42373,0.75042,0.56672,0.64398,0.36225,1.63105,1.24857,1.45181,0.0044956,0.0044956,0.0044956
280,3880.39,1.74212,1.3977,1.42324,0.72124,0.57333,0.64149,0.36491,1.61509,1.23278,1.44515,0.0044758,0.0044758,0.0044758
281,3894.51,1.75399,1.40693,1.43995,0.72849,0.57842,0.64954,0.37167,1.59703,1.22213,1.43072,0.004456,0.004456,0.004456
282,3908.15,1.73556,1.39405,1.43062,0.71752,0.57904,0.64609,0.37036,1.60101,1.22535,1.43784,0.0044362,0.0044362,0.0044362
283,3921.89,1.73501,1.39021,1.42332,0.75923,0.58732,0.65878,0.37431,1.59313,1.21164,1.43278,0.0044164,0.0044164,0.0044164
284,3935.78,1.73601,1.37573,1.41822,0.75093,0.57567,0.65287,0.37287,1.60585,1.23023,1.44382,0.0043966,0.0043966,0.0043966
285,3949.96,1.72625,1.38068,1.42688,0.75532,0.57324,0.6536,0.375,1.601,1.21925,1.43675,0.0043768,0.0043768,0.0043768
286,3964.11,1.72828,1.37307,1.42261,0.73719,0.59644,0.65647,0.3774,1.59772,1.20451,1.43419,0.004357,0.004357,0.004357
287,3978.32,1.7152,1.38065,1.42114,0.76689,0.57792,0.65493,0.38101,1.57273,1.21262,1.41518,0.0043372,0.0043372,0.0043372
288,3992.77,1.70581,1.36764,1.41153,0.71985,0.58623,0.65368,0.37416,1.60242,1.20592,1.42422,0.0043174,0.0043174,0.0043174
289,4006,1.7245,1.36227,1.41236,0.75534,0.58508,0.66023,0.37424,1.6043,1.20009,1.42473,0.0042976,0.0042976,0.0042976
290,4020.03,1.68855,1.34812,1.40305,0.76097,0.58736,0.66034,0.37988,1.5833,1.18881,1.42218,0.0042778,0.0042778,0.0042778
291,4034.2,1.7165,1.35557,1.40644,0.74354,0.59515,0.66078,0.38673,1.57116,1.17824,1.41421,0.004258,0.004258,0.004258
292,4048.54,1.71428,1.35519,1.41383,0.75498,0.57813,0.65431,0.38631,1.57611,1.17221,1.41371,0.0042382,0.0042382,0.0042382
293,4062.51,1.70919,1.36881,1.40863,0.74927,0.59683,0.66394,0.38594,1.57024,1.17311,1.41619,0.0042184,0.0042184,0.0042184
294,4076.56,1.69427,1.34697,1.4076,0.76734,0.58359,0.66709,0.38626,1.57775,1.18201,1.41602,0.0041986,0.0041986,0.0041986
295,4090.07,1.71082,1.34888,1.39957,0.76772,0.58957,0.66347,0.38295,1.58232,1.18792,1.41965,0.0041788,0.0041788,0.0041788
296,4103.84,1.70261,1.34898,1.40415,0.75186,0.58732,0.66246,0.38328,1.58144,1.18774,1.42134,0.004159,0.004159,0.004159
297,4117.79,1.7086,1.34457,1.40096,0.76663,0.58545,0.66369,0.38716,1.57658,1.17525,1.42068,0.0041392,0.0041392,0.0041392
298,4131.47,1.7115,1.36434,1.41528,0.73976,0.58398,0.66027,0.38845,1.57151,1.17666,1.40999,0.0041194,0.0041194,0.0041194
299,4145.47,1.70424,1.34201,1.40093,0.74009,0.5893,0.66198,0.39102,1.5607,1.17637,1.40904,0.0040996,0.0040996,0.0040996
300,4159.59,1.70255,1.35879,1.41465,0.74298,0.58568,0.66361,0.3941,1.55882,1.16783,1.41941,0.0040798,0.0040798,0.0040798
301,4173.54,1.69883,1.3479,1.40676,0.73949,0.59542,0.66513,0.39388,1.5555,1.16277,1.40312,0.00406,0.00406,0.00406
302,4187.3,1.71092,1.34649,1.40751,0.74967,0.59926,0.67186,0.4003,1.54898,1.14123,1.39834,0.0040402,0.0040402,0.0040402
303,4201.3,1.67152,1.31923,1.39817,0.73108,0.60124,0.67054,0.39434,1.5611,1.15587,1.40853,0.0040204,0.0040204,0.0040204
304,4215.44,1.71119,1.33929,1.40451,0.74909,0.60554,0.6715,0.39999,1.54588,1.15081,1.40107,0.0040006,0.0040006,0.0040006
305,4229.26,1.67903,1.31513,1.38746,0.7809,0.59424,0.6743,0.40076,1.55043,1.15112,1.40041,0.0039808,0.0039808,0.0039808
306,4243.06,1.67107,1.30252,1.38917,0.75075,0.61356,0.67621,0.40326,1.53902,1.15592,1.39618,0.003961,0.003961,0.003961
307,4257.29,1.68424,1.31572,1.3897,0.73978,0.60851,0.67423,0.40287,1.53303,1.15284,1.39439,0.0039412,0.0039412,0.0039412
308,4271.37,1.68523,1.32197,1.39649,0.76904,0.59491,0.67624,0.4047,1.53172,1.15539,1.39606,0.0039214,0.0039214,0.0039214
309,4285.73,1.69862,1.32101,1.39108,0.74982,0.6049,0.67641,0.40434,1.54276,1.15767,1.40211,0.0039016,0.0039016,0.0039016
310,4299.87,1.69148,1.32431,1.39323,0.75415,0.60004,0.67699,0.40777,1.53639,1.15132,1.39401,0.0038818,0.0038818,0.0038818
311,4314.08,1.67584,1.32481,1.39209,0.76327,0.59742,0.67174,0.40384,1.54355,1.15363,1.39129,0.003862,0.003862,0.003862
312,4327.81,1.66922,1.30894,1.38395,0.74901,0.60478,0.67363,0.40396,1.54546,1.14982,1.38977,0.0038422,0.0038422,0.0038422
313,4341.74,1.65339,1.2933,1.36883,0.76287,0.59722,0.67757,0.4057,1.54443,1.14385,1.39009,0.0038224,0.0038224,0.0038224
314,4355.6,1.67887,1.30532,1.38762,0.77013,0.60571,0.68195,0.40955,1.52422,1.13327,1.38811,0.0038026,0.0038026,0.0038026
315,4369.46,1.66645,1.28982,1.37104,0.76969,0.60457,0.67959,0.40745,1.52122,1.13843,1.38004,0.0037828,0.0037828,0.0037828
316,4383.99,1.67571,1.30666,1.3852,0.78241,0.59545,0.68086,0.40796,1.52806,1.13633,1.38565,0.003763,0.003763,0.003763
317,4397.99,1.65706,1.29781,1.37761,0.80775,0.59868,0.68345,0.41288,1.51031,1.13061,1.37772,0.0037432,0.0037432,0.0037432
318,4412.3,1.68305,1.30517,1.38509,0.79832,0.59965,0.68355,0.41148,1.51335,1.13401,1.37839,0.0037234,0.0037234,0.0037234
319,4425.84,1.64358,1.28911,1.37246,0.80021,0.59993,0.69005,0.41633,1.4998,1.12193,1.37539,0.0037036,0.0037036,0.0037036
320,4440,1.64579,1.27828,1.36937,0.81055,0.61237,0.69374,0.42211,1.49356,1.10508,1.35997,0.0036838,0.0036838,0.0036838
321,4453.74,1.64193,1.28715,1.3711,0.80069,0.61497,0.69407,0.42376,1.48903,1.09856,1.3603,0.003664,0.003664,0.003664
322,4467.11,1.6513,1.27583,1.36677,0.81484,0.61192,0.69824,0.42339,1.49934,1.09727,1.36412,0.0036442,0.0036442,0.0036442
323,4481,1.65375,1.27971,1.36915,0.8216,0.61528,0.69905,0.42357,1.50994,1.0978,1.36656,0.0036244,0.0036244,0.0036244
324,4494.91,1.66894,1.29097,1.37435,0.78736,0.61719,0.6934,0.42092,1.50344,1.09925,1.36449,0.0036046,0.0036046,0.0036046
325,4508.97,1.6396,1.27135,1.36959,0.76198,0.62198,0.69026,0.42186,1.4934,1.09713,1.36452,0.0035848,0.0035848,0.0035848
326,4522.97,1.65142,1.28067,1.37063,0.77717,0.61969,0.69248,0.42487,1.48121,1.09613,1.3591,0.003565,0.003565,0.003565
327,4537.34,1.63923,1.27299,1.36247,0.76639,0.6209,0.6913,0.42391,1.48787,1.10279,1.36212,0.0035452,0.0035452,0.0035452
328,4551.62,1.64385,1.28012,1.3638,0.76173,0.60994,0.6901,0.42249,1.48819,1.10732,1.35827,0.0035254,0.0035254,0.0035254
329,4565.72,1.62889,1.25626,1.35953,0.76289,0.61199,0.68748,0.42102,1.48705,1.10855,1.3568,0.0035056,0.0035056,0.0035056
330,4579.73,1.63825,1.24604,1.34566,0.78051,0.62474,0.69308,0.42535,1.49518,1.09517,1.35675,0.0034858,0.0034858,0.0034858
331,4593.75,1.62613,1.24609,1.35603,0.7924,0.62015,0.69327,0.4269,1.49456,1.08734,1.35975,0.003466,0.003466,0.003466
332,4608.4,1.65499,1.26201,1.36171,0.78245,0.61973,0.69044,0.42408,1.49531,1.10075,1.36146,0.0034462,0.0034462,0.0034462
333,4622.25,1.6651,1.26808,1.36357,0.78811,0.62105,0.69212,0.42662,1.48832,1.09289,1.35925,0.0034264,0.0034264,0.0034264
334,4635.82,1.6329,1.27214,1.36275,0.79155,0.62003,0.6931,0.42714,1.47503,1.08977,1.35594,0.0034066,0.0034066,0.0034066
335,4649.83,1.62281,1.25473,1.35564,0.78788,0.62008,0.69663,0.43168,1.46521,1.08921,1.34894,0.0033868,0.0033868,0.0033868
336,4663.87,1.62969,1.26388,1.36166,0.78011,0.62307,0.6969,0.42911,1.48154,1.08711,1.3639,0.003367,0.003367,0.003367
337,4677.78,1.63417,1.25382,1.35381,0.7754,0.62503,0.70143,0.43231,1.47549,1.07681,1.35337,0.0033472,0.0033472,0.0033472
338,4692.1,1.64918,1.24484,1.35551,0.80189,0.60906,0.70002,0.43408,1.46915,1.07313,1.3516,0.0033274,0.0033274,0.0033274
339,4706.3,1.61398,1.23788,1.34467,0.78897,0.61962,0.70083,0.43777,1.46629,1.0755,1.34879,0.0033076,0.0033076,0.0033076
340,4720.15,1.64742,1.25915,1.34932,0.79121,0.62324,0.70296,0.43803,1.47161,1.07355,1.35525,0.0032878,0.0032878,0.0032878
341,4734.08,1.60491,1.23504,1.34785,0.79057,0.63273,0.70721,0.4409,1.4655,1.06245,1.34901,0.003268,0.003268,0.003268
342,4747.82,1.6466,1.25571,1.35162,0.79734,0.62758,0.70224,0.43848,1.46332,1.06366,1.34824,0.0032482,0.0032482,0.0032482
343,4762.47,1.61922,1.23163,1.33787,0.80126,0.62477,0.70668,0.44276,1.46011,1.06298,1.3452,0.0032284,0.0032284,0.0032284
344,4776.52,1.63783,1.24686,1.34491,0.77929,0.62938,0.70797,0.44264,1.45066,1.05587,1.33732,0.0032086,0.0032086,0.0032086
345,4790.21,1.62481,1.22566,1.33656,0.77733,0.62754,0.70909,0.44303,1.43576,1.05272,1.32993,0.0031888,0.0031888,0.0031888
346,4803.78,1.63366,1.25384,1.35409,0.7875,0.62979,0.70791,0.44272,1.4367,1.04699,1.33332,0.003169,0.003169,0.003169
347,4817.89,1.61451,1.22448,1.32851,0.78596,0.6372,0.7063,0.44272,1.44084,1.04548,1.33291,0.0031492,0.0031492,0.0031492
348,4832.18,1.61392,1.23308,1.33478,0.75901,0.65275,0.70546,0.44475,1.43426,1.04092,1.32896,0.0031294,0.0031294,0.0031294
349,4846.61,1.62585,1.2429,1.33883,0.76955,0.64395,0.70109,0.44446,1.434,1.04216,1.32682,0.0031096,0.0031096,0.0031096
350,4860.3,1.61236,1.22616,1.34049,0.77613,0.63981,0.69995,0.44156,1.43984,1.04307,1.33126,0.0030898,0.0030898,0.0030898
351,4874.28,1.61019,1.23639,1.3406,0.78406,0.6441,0.70424,0.44238,1.43311,1.04065,1.33214,0.00307,0.00307,0.00307
352,4888.15,1.59959,1.21965,1.33287,0.79789,0.63705,0.70345,0.44309,1.44821,1.05026,1.34103,0.0030502,0.0030502,0.0030502
353,4902.53,1.61617,1.24684,1.34125,0.79899,0.63157,0.7034,0.44269,1.44595,1.04409,1.33664,0.0030304,0.0030304,0.0030304
354,4916.48,1.59078,1.20501,1.32781,0.78241,0.63794,0.70723,0.44734,1.43819,1.0307,1.33212,0.0030106,0.0030106,0.0030106
355,4929.89,1.59976,1.22096,1.33839,0.78887,0.63221,0.70831,0.44522,1.44979,1.03363,1.338,0.0029908,0.0029908,0.0029908
356,4944.02,1.58601,1.20417,1.3273,0.78247,0.63824,0.71116,0.44449,1.44873,1.0407,1.33996,0.002971,0.002971,0.002971
357,4957.76,1.59764,1.21062,1.32631,0.80176,0.63028,0.7094,0.44579,1.43976,1.04621,1.33585,0.0029512,0.0029512,0.0029512
358,4972.13,1.6117,1.2342,1.34201,0.79798,0.63532,0.70884,0.44377,1.44681,1.04834,1.33724,0.0029314,0.0029314,0.0029314
359,4986.69,1.61763,1.23235,1.34066,0.8082,0.62982,0.70866,0.44399,1.4444,1.04312,1.33646,0.0029116,0.0029116,0.0029116
360,5000.78,1.60167,1.22841,1.33701,0.79432,0.63185,0.70982,0.44974,1.43666,1.03538,1.33307,0.0028918,0.0028918,0.0028918
361,5014.68,1.62338,1.23125,1.34531,0.79419,0.64274,0.71396,0.45162,1.42882,1.02992,1.32876,0.002872,0.002872,0.002872
362,5028.53,1.5972,1.21729,1.32996,0.81174,0.63664,0.71724,0.45292,1.42082,1.02557,1.32394,0.0028522,0.0028522,0.0028522
363,5043.01,1.57363,1.17177,1.31047,0.82115,0.63411,0.71352,0.45416,1.41803,1.02591,1.32125,0.0028324,0.0028324,0.0028324
364,5056.79,1.57911,1.197,1.32537,0.81063,0.63618,0.71596,0.45459,1.41687,1.02368,1.31648,0.0028126,0.0028126,0.0028126
